,,,0p8_B,0p8_B,0p8_B,0p8_K,0p8_K,0p8_K,0p8_M,0p8_M,0p8_M,0p8_MK,0p8_MK,0p8_MK,2p5_B,2p5_B,2p5_B,2p5_K,2p5_K,2p5_K,2p5_M,2p5_M,2p5_M,2p5_MK,2p5_MK,2p5_MK,8p0_B,8p0_B,8p0_B,8p0_K,8p0_K,8p0_K,8p0_M,8p0_M,8p0_M,8p0_MK,8p0_MK,8p0_MK
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compound,m/z,Retention time (min),0p8_B1,0p8_B2,0p8_B3,0p8_K1,0p8_K2,0p8_K3,0p8_M1,0p8_M2,0p8_M3,0p8_MK1,0p8_MK2,0p8_MK3,2p5_B1,2p5_B2,2p5_B3,2p5_K1,2p5_K2,2p5_K3,2p5_M1,2p5_M2,2p5_M3,2p5_MK1,2p5_MK2,2p5_MK3,8p0_B1,8p0_B2,8p0_B3,8p0_K1,8p0_K2,8p0_K3,8p0_M1,8p0_M2,8p0_M3,8p0_MK1,8p0_MK2,8p0_MK3
2.652_267.07736,267.07736,2.652,212405.66666666666,245404.66666666666,231981.66666666666,258296.33333333334,326571.6666666667,340174.6666666667,165508.66666666666,118902.66666666667,131212.33333333334,216509.0,456642.6666666667,419785.0,601230.3333333334,647731.3333333334,707880.0,350825.6666666667,338805.0,274019.6666666667,295129.6666666667,259416.33333333334,247497.33333333334,493610.6666666667,310347.0,452105.3333333333,280877.6666666667,487936.0,725162.6666666666,424049.3333333333,367598.6666666667,552273.3333333334,346483.0,367294.0,302341.3333333333,552587.6666666666,576641.3333333334,383926.3333333333
2.652_368.07574,368.07574,2.652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5692.0,2352.3333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76577.33333333333,65562.33333333333,52706.333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117370.33333333333,124803.33333333333,90056.33333333333,0.0,0.0,0.0
2.655_320.1066,320.1066,2.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3689460.3333333335,3283969.6666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320154.6666666667,297180.0,411095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280925.3333333333,118140.0,451150.3333333333,0.0,0.0,0.0
2.658_287.06097,287.06097,2.658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14050.666666666666,10974.333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142255.66666666666,121474.33333333333,87320.33333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188292.66666666666,195824.0,166495.33333333334,0.0,0.0,0.0
2.65_181.09729,181.09729,2.65,408833.6666666667,368917.3333333333,319673.6666666667,268832.3333333333,355117.3333333333,347905.6666666667,208772.66666666666,135244.0,162740.0,260037.0,476016.3333333333,403666.3333333333,622248.6666666666,597071.6666666666,662647.6666666666,380673.6666666667,359901.0,341967.6666666667,356872.3333333333,264903.3333333333,283748.0,507864.0,289495.6666666667,408519.6666666667,279411.0,422193.6666666667,671902.3333333334,388268.6666666667,341038.3333333333,511681.3333333333,324442.0,321838.3333333333,301181.3333333333,426246.6666666667,481173.3333333333,360066.6666666667
2.664_475.2511,475.2511,2.664,0.0,3802.6666666666665,0.0,479175.6666666667,475357.3333333333,483039.6666666667,0.0,0.0,0.0,268189.6666666667,564200.6666666666,502571.0,4710.333333333333,0.0,3109.3333333333335,30391.333333333332,69301.0,29664.666666666668,0.0,0.0,0.0,20914.0,101627.66666666667,110607.33333333333,0.0,2006.3333333333333,0.0,148107.33333333334,94045.33333333333,179176.33333333334,0.0,0.0,0.0,98740.33333333333,126427.0,85602.33333333333
2.669_678.28247,678.28247,2.669,0.0,0.0,0.0,63682.333333333336,75560.0,86211.33333333333,0.0,0.0,0.0,33670.666666666664,69473.0,68206.0,0.0,0.0,0.0,64340.666666666664,72211.33333333333,59779.0,0.0,0.0,0.0,58272.333333333336,28045.333333333332,48013.333333333336,0.0,0.0,0.0,2135.6666666666665,0.0,3110.6666666666665,0.0,0.0,0.0,0.0,0.0,0.0
2.671_718.27563,718.27563,2.671,0.0,0.0,0.0,71335.66666666667,78201.33333333333,83024.0,0.0,0.0,0.0,44805.0,90728.66666666667,72235.33333333333,0.0,0.0,0.0,72666.33333333333,97911.33333333333,70634.66666666667,0.0,0.0,0.0,74284.0,30756.666666666668,61167.666666666664,0.0,0.0,0.0,0.0,0.0,1802.6666666666667,0.0,0.0,0.0,2037.6666666666667,5237.666666666667,0.0
2.681_917.40765,917.40765,2.681,0.0,2733.6666666666665,0.0,131105.0,147853.66666666666,147265.0,0.0,0.0,0.0,94042.33333333333,182824.33333333334,184315.33333333334,0.0,0.0,0.0,113917.33333333333,151802.66666666666,109530.66666666667,0.0,0.0,0.0,122655.0,66286.0,104027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.682_895.42548,895.42548,2.682,0.0,0.0,0.0,2140469.0,2244141.6666666665,2414382.0,27438.666666666668,0.0,0.0,1562015.3333333333,2843079.6666666665,2642773.3333333335,0.0,0.0,0.0,1790078.3333333333,2012131.3333333333,1710879.6666666667,0.0,0.0,0.0,1759825.3333333333,1070853.0,1460593.6666666667,0.0,0.0,0.0,17667.666666666668,2588.3333333333335,2731.6666666666665,0.0,0.0,0.0,0.0,0.0,0.0
2.683_674.33478,674.33478,2.683,0.0,0.0,0.0,258684.33333333334,282574.6666666667,295567.0,0.0,0.0,0.0,185020.66666666666,344872.3333333333,319334.3333333333,0.0,0.0,0.0,206167.0,235399.66666666666,227459.0,0.0,0.0,0.0,240786.33333333334,104442.66666666667,170120.66666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.68_302.18207,302.18207,2.68,324502.6666666667,245959.33333333334,179727.66666666666,39607.0,84441.33333333333,90486.66666666667,54354.0,40218.333333333336,38992.0,46903.333333333336,122842.66666666667,109254.33333333333,499480.0,379556.6666666667,400412.6666666667,124598.66666666667,120797.33333333333,110209.66666666667,126100.33333333333,112858.33333333333,76316.0,218649.0,113275.66666666667,162036.33333333334,106134.0,191130.0,377534.3333333333,176252.0,128345.33333333333,207130.66666666666,118347.0,106595.33333333333,87438.66666666667,155743.66666666666,208055.66666666666,135572.0
2.691_291.09665,291.09665,2.691,523077.6666666667,439044.6666666667,279950.3333333333,84490.0,91375.66666666667,121929.33333333333,63419.333333333336,64015.666666666664,57834.333333333336,83775.0,156919.66666666666,135293.66666666666,764535.6666666666,708405.0,674506.3333333334,119562.66666666667,141826.0,106316.0,89933.66666666667,91186.0,68164.33333333333,140065.0,93067.33333333333,123176.66666666667,196663.0,282437.0,493344.0,73510.0,57435.333333333336,103070.33333333333,61783.333333333336,69331.66666666667,51302.333333333336,83384.0,94204.33333333333,55128.666666666664
2.698_613.32977,613.32977,2.698,0.0,0.0,0.0,0.0,0.0,1581.0,2088.0,0.0,0.0,0.0,0.0,2634.6666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228796.66666666666,174219.0,325770.3333333333,0.0,0.0,0.0,120670.33333333333,200971.0,115937.0
2.699_231.1338,231.1338,2.699,38860.333333333336,11848.666666666666,28040.0,693211.3333333334,882879.6666666666,1019976.3333333334,878412.3333333334,5963.333333333333,2915.6666666666665,709820.0,1271514.3333333333,1040805.0,27363.333333333332,19825.333333333332,10233.0,1550028.3333333333,1759204.0,1421734.3333333333,3407.3333333333335,4061.6666666666665,6795.666666666667,2329799.0,1354774.6666666667,1910122.3333333333,6433.0,11303.666666666666,12709.0,1639393.0,937540.3333333334,2058817.3333333333,1927.0,2551.0,4071.0,2235695.3333333335,2344117.6666666665,1808278.0
2.6_356.11993,356.11993,2.6,41948.0,22441.0,18698.333333333332,273505.0,306335.3333333333,332628.0,13279.666666666666,0.0,1574.0,252044.66666666666,451959.0,411440.3333333333,71117.33333333333,51502.666666666664,60574.666666666664,548197.3333333334,542930.3333333334,468415.3333333333,21187.666666666668,16957.333333333332,13594.666666666666,750517.3333333334,456567.6666666667,630711.3333333334,2891.0,6955.0,43576.0,233815.33333333334,105812.66666666667,125627.66666666667,8271.333333333334,11959.666666666666,3957.3333333333335,97433.66666666667,84098.0,40327.0
2.701_253.11584,253.11584,2.701,52606.0,30496.0,20320.0,72365.66666666667,113079.66666666667,135178.0,111259.33333333333,1969.3333333333333,1946.0,93374.0,171662.66666666666,140786.66666666666,103458.33333333333,127349.33333333333,140222.0,226801.0,231491.66666666666,195837.0,5563.0,9943.0,4894.666666666667,359974.3333333333,178166.33333333334,290668.6666666667,13510.0,54328.666666666664,132054.0,292164.0,143811.33333333334,338450.3333333333,5163.0,2089.0,6435.666666666667,393325.0,463953.3333333333,295307.0
2.727_677.2226,677.2226,2.727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138024.33333333334,55991.0,95683.33333333333,0.0,0.0,0.0,27788.333333333332,56934.0,120916.33333333333
2.729_362.19141,362.19141,2.729,593273.3333333334,331594.3333333333,212708.0,71600.66666666667,100541.66666666667,79292.0,0.0,89221.33333333333,103684.0,44995.0,139695.0,83822.33333333333,832627.0,722553.0,618029.0,30780.666666666668,40097.666666666664,30639.333333333332,81677.66666666667,70076.33333333333,59806.666666666664,16617.333333333332,20436.666666666668,27373.666666666668,239090.66666666666,364120.0,761423.0,15169.666666666666,3121.3333333333335,10684.333333333334,213575.0,215527.66666666666,199489.66666666666,32965.0,20607.0,12541.333333333334
2.72_613.29535,613.29535,2.72,0.0,0.0,0.0,0.0,0.0,0.0,25845.333333333332,0.0,1583.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1358.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163818.33333333334,153939.66666666666,262295.0,0.0,2327.3333333333335,1458.0,101906.0,100036.66666666667,78139.33333333333
2.733_401.20288,401.20288,2.733,242477.66666666666,153433.33333333334,86846.66666666667,20354.333333333332,15281.666666666666,32916.0,53631.0,49395.333333333336,53529.666666666664,10489.666666666666,32764.0,22389.666666666668,405522.6666666667,301907.0,346516.6666666667,31014.0,33267.0,20705.0,76833.0,68991.33333333333,63798.333333333336,14670.666666666666,16481.0,17951.666666666668,119188.66666666667,177160.66666666666,335899.3333333333,283270.3333333333,182195.0,413406.0,125946.33333333333,114374.0,116326.66666666667,268921.3333333333,353262.6666666667,204203.33333333334
2.734_966.46301,966.46301,2.734,0.0,0.0,0.0,118018.0,94151.33333333333,121587.66666666667,0.0,0.0,0.0,76056.66666666667,146680.66666666666,143432.0,0.0,0.0,0.0,99944.0,121199.66666666667,78378.66666666667,0.0,0.0,0.0,150941.0,91098.33333333333,132444.66666666666,0.0,0.0,0.0,3359.6666666666665,0.0,0.0,0.0,0.0,0.0,4658.0,0.0,0.0
2.735_1037.50049,1037.50049,2.735,0.0,0.0,0.0,377500.6666666667,363473.3333333333,425942.3333333333,5998.666666666667,0.0,0.0,253309.0,481715.0,464095.6666666667,0.0,0.0,0.0,269463.3333333333,350758.6666666667,288684.3333333333,0.0,0.0,0.0,281320.0,148264.66666666666,270984.6666666667,0.0,0.0,0.0,0.0,0.0,3299.0,0.0,0.0,0.0,0.0,5331.0,0.0
2.735_338.17044,338.17044,2.735,127148.66666666667,144445.0,83043.0,0.0,0.0,0.0,2916.0,18116.0,5784.333333333333,0.0,0.0,0.0,278357.0,211884.33333333334,224520.33333333334,0.0,3690.3333333333335,0.0,71916.0,56608.666666666664,44006.0,3011.0,0.0,0.0,55005.666666666664,110397.0,206576.66666666666,55344.0,46888.0,78495.0,56589.333333333336,61739.0,37578.333333333336,89822.33333333333,94734.33333333333,30677.0
2.737_319.14993,319.14993,2.737,6530.0,7049.666666666667,2833.6666666666665,284573.0,393436.3333333333,467874.0,35007.0,0.0,0.0,260511.66666666666,466635.6666666667,385695.0,0.0,9256.0,7052.333333333333,539883.6666666666,645223.6666666666,518005.6666666667,1423.6666666666667,0.0,2392.0,930131.3333333334,599658.6666666666,759758.6666666666,2283.6666666666665,0.0,5109.0,1392492.3333333333,513362.6666666667,1365622.6666666667,2193.6666666666665,0.0,0.0,2647078.0,2514470.0,1934811.6666666667
2.73_419.21402,419.21402,2.73,454014.3333333333,311073.3333333333,177851.33333333334,88618.66666666667,94439.0,136843.66666666666,168377.33333333334,178628.0,171298.33333333334,30837.666666666668,78037.33333333333,31402.666666666668,710380.0,656315.3333333334,622190.6666666666,69952.33333333333,82710.0,21200.333333333332,335627.3333333333,372270.3333333333,295582.6666666667,60881.666666666664,79660.33333333333,95106.0,268052.3333333333,375754.6666666667,809480.6666666666,279649.6666666667,280971.3333333333,566437.3333333334,384497.6666666667,408819.6666666667,343162.0,186070.66666666666,312729.0,249901.33333333334
2.743_160.09692,160.09692,2.743,223700.0,172902.33333333334,127524.0,4860108.333333333,6577642.0,7093223.333333333,3683531.3333333335,76378.33333333333,48992.333333333336,5907083.333333333,9491878.333333334,7010145.333333333,163168.0,168767.33333333334,138843.33333333334,12034264.666666666,11187136.666666666,11170339.333333334,58647.666666666664,70952.66666666667,71123.33333333333,19470662.333333332,11365938.666666666,16470534.333333334,109189.66666666667,127909.66666666667,118065.66666666667,11838611.666666666,6165979.333333333,13519139.333333334,75182.0,61984.0,58313.666666666664,17816059.333333332,16968205.666666668,12485280.0
2.744_308.17178,308.17178,2.744,76833.33333333333,78985.33333333333,27356.0,24560.333333333332,36428.666666666664,53611.333333333336,19827.666666666668,6818.0,7358.333333333333,30623.0,71327.33333333333,58415.666666666664,198477.0,171378.33333333334,177796.66666666666,82225.33333333333,82307.0,58749.0,48621.666666666664,56288.333333333336,26400.0,101380.66666666667,59680.0,78384.66666666667,35563.0,45362.0,97603.66666666667,57558.333333333336,46168.333333333336,121712.66666666667,30700.0,32501.0,22087.0,49222.333333333336,101163.66666666667,57754.0
2.747_233.1494,233.1494,2.747,4767041.0,3824761.6666666665,2899688.0,190608.0,263726.0,254201.66666666666,53484.666666666664,24474.666666666668,18221.333333333332,179960.66666666666,339842.3333333333,323345.6666666667,6296857.333333333,5618426.0,5711034.666666667,298423.0,362065.3333333333,307390.0,17875.333333333332,21585.666666666668,14547.333333333334,538844.3333333334,305295.3333333333,427885.6666666667,1875186.0,2781721.6666666665,4975523.666666667,331682.3333333333,143597.33333333334,388635.3333333333,15213.0,20001.0,18122.666666666668,461387.6666666667,486858.6666666667,324482.6666666667
2.748_288.19141,288.19141,2.748,1329876.3333333333,1031810.3333333334,838668.6666666666,184551.33333333334,235911.66666666666,226357.33333333334,174541.66666666666,206709.66666666666,201630.0,95614.0,224995.33333333334,242808.33333333334,1854115.0,1583370.3333333333,1579917.0,272380.0,278356.6666666667,237008.33333333334,537007.0,448107.6666666667,390262.0,453178.6666666667,181631.33333333334,358696.0,553796.6666666666,817817.3333333334,1434933.0,629553.0,506500.0,897684.3333333334,485804.6666666667,527669.3333333334,394159.0,746684.0,929505.3333333334,591142.6666666666
2.748_751.37219,751.37219,2.748,0.0,0.0,0.0,105812.66666666667,130403.0,140918.33333333334,44524.333333333336,9888.333333333334,8837.333333333334,52164.666666666664,97589.33333333333,66198.33333333333,0.0,0.0,0.0,157661.66666666666,162054.66666666666,138123.0,0.0,0.0,0.0,172199.33333333334,96074.0,144422.33333333334,0.0,0.0,0.0,266817.3333333333,248065.0,397762.0,0.0,2563.0,0.0,184672.33333333334,200210.0,125955.0
2.757_740.35693,740.35693,2.757,0.0,0.0,0.0,141928.33333333334,123848.33333333333,141951.66666666666,0.0,0.0,0.0,53246.0,109383.0,87642.66666666667,0.0,0.0,0.0,160640.66666666666,167296.66666666666,141801.66666666666,0.0,0.0,0.0,59454.666666666664,28865.333333333332,49292.333333333336,0.0,0.0,0.0,5157.666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2754.6666666666665
2.769_311.12335,311.12335,2.769,237603.0,137917.0,86436.0,5185.666666666667,7106.666666666667,11417.666666666666,287138.6666666667,1893.3333333333333,1316.0,4638.333333333333,12306.333333333334,9655.333333333334,409932.3333333333,357908.6666666667,336448.0,2903.0,14721.333333333334,9614.333333333334,3960.3333333333335,0.0,6026.333333333333,4896.666666666667,2593.0,14539.333333333334,102819.33333333333,158961.66666666666,330180.6666666667,210563.33333333334,229104.66666666666,356311.3333333333,2308.0,3963.0,0.0,257893.0,311176.3333333333,295244.6666666667
2.773_473.23569,473.23569,2.773,0.0,0.0,0.0,47761.666666666664,46043.0,69827.33333333333,0.0,0.0,0.0,37050.666666666664,61490.333333333336,36648.333333333336,0.0,0.0,0.0,65263.666666666664,67762.33333333333,83066.0,0.0,0.0,0.0,56948.0,59189.666666666664,65088.0,0.0,0.0,0.0,0.0,2339.3333333333335,0.0,0.0,0.0,0.0,2215.3333333333335,2996.3333333333335,0.0
2.776_225.15999,225.15999,2.776,661655.3333333334,555220.3333333334,412148.0,162384.0,231467.33333333334,238204.0,95222.33333333333,82505.0,83087.0,190885.66666666666,389895.3333333333,340077.0,981341.6666666666,841278.6666666666,840521.6666666666,321905.0,348272.0,346098.6666666667,282533.0,245235.66666666666,216852.66666666666,508939.6666666667,298276.6666666667,432835.0,266927.3333333333,407488.0,786096.0,366945.0,247743.33333333334,482445.3333333333,252471.33333333334,271402.6666666667,229526.0,419652.6666666667,484500.0,332977.6666666667
2.778_242.18631,242.18631,2.778,5522831.666666667,4205547.0,3173098.6666666665,1815310.3333333333,2080836.6666666667,1997453.3333333333,954810.3333333334,870932.3333333334,884968.6666666666,1640618.3333333333,3111558.0,2901867.0,7849329.666666667,6732981.0,6721986.666666667,3124987.0,3100974.3333333335,2616784.3333333335,2393647.3333333335,1963918.6666666667,1676628.6666666667,4282540.333333333,2359417.6666666665,3455514.3333333335,2235128.3333333335,3420395.6666666665,6455389.666666667,3035138.3333333335,2438207.6666666665,4143105.0,2218520.6666666665,2031419.6666666667,1938364.0,3541850.0,4144602.6666666665,2778366.3333333335
2.779_306.08911,306.08911,2.779,260518.0,213959.66666666666,156007.0,2072.3333333333335,0.0,0.0,58377.0,39148.333333333336,41309.666666666664,0.0,0.0,0.0,304146.3333333333,287715.6666666667,292461.0,0.0,0.0,0.0,109757.66666666667,113925.33333333333,82577.66666666667,0.0,0.0,0.0,80916.33333333333,129678.33333333333,201688.66666666666,80609.0,158120.0,190092.0,93566.0,104949.33333333333,71090.0,83653.33333333333,148050.33333333334,106665.66666666667
2.77_406.21808,406.21808,2.77,7730.0,0.0,0.0,66190.66666666667,52855.0,84485.66666666667,0.0,1319.0,0.0,53116.333333333336,122750.0,79966.66666666667,2901.3333333333335,2879.0,12194.333333333334,127688.0,96108.0,83316.0,0.0,1629.6666666666667,0.0,179683.33333333334,127416.66666666667,144862.0,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.787_209.12845,209.12845,2.787,198809.33333333334,216658.33333333334,191895.66666666666,149195.66666666666,209434.33333333334,208760.66666666666,77357.33333333333,74238.33333333333,61955.333333333336,159295.0,314018.0,290933.3333333333,584682.3333333334,691664.0,622392.3333333334,306616.0,305655.3333333333,264958.3333333333,206871.33333333334,188981.0,132099.0,441043.6666666667,227035.33333333334,362134.3333333333,156351.66666666666,303634.6666666667,635178.6666666666,284736.0,232020.33333333334,384322.0,203552.0,211696.66666666666,167530.66666666666,332431.0,400144.0,255718.33333333334
2.789_229.15463,229.15463,2.789,5779831.333333333,4560380.0,3204184.6666666665,149051.0,238220.0,202399.33333333334,1119497.0,1101744.6666666667,1151316.0,97815.0,275290.3333333333,249446.66666666666,10409473.333333334,8634585.0,8789193.333333334,0.0,15512.666666666666,5245.666666666667,1078303.0,938832.3333333334,819758.6666666666,53971.0,25996.333333333332,27475.333333333332,2742673.3333333335,4572856.666666667,10483128.0,869595.0,1411751.3333333333,2669154.6666666665,2889695.3333333335,2914210.6666666665,2314181.0,1164384.3333333333,1784313.3333333333,1413664.0
2.78_398.14136,398.14136,2.78,0.0,0.0,0.0,0.0,1725.0,0.0,0.0,46893.666666666664,59220.333333333336,0.0,0.0,0.0,3301.3333333333335,4193.0,0.0,0.0,0.0,0.0,151710.33333333334,134839.66666666666,102494.33333333333,0.0,0.0,0.0,0.0,0.0,3141.3333333333335,0.0,0.0,0.0,283764.0,270916.0,245630.66666666666,0.0,0.0,0.0
2.795_554.77185,554.77185,2.795,0.0,0.0,3047.0,205762.66666666666,195936.33333333334,206754.0,44551.666666666664,0.0,0.0,124560.33333333333,254686.33333333334,213666.33333333334,0.0,0.0,0.0,174778.33333333334,191638.0,156887.66666666666,0.0,0.0,0.0,145792.66666666666,64468.666666666664,134769.66666666666,0.0,0.0,0.0,5890.666666666667,0.0,3075.3333333333335,0.0,0.0,0.0,0.0,2794.0,0.0
2.796_698.31226,698.31226,2.796,3690.0,0.0,0.0,188857.66666666666,149702.66666666666,180449.33333333334,64890.666666666664,1688.3333333333333,0.0,123990.66666666667,214625.66666666666,161896.66666666666,0.0,0.0,0.0,158500.0,193709.66666666666,155169.0,0.0,2497.3333333333335,0.0,144786.66666666666,171282.0,146303.33333333334,0.0,0.0,0.0,147845.0,114904.66666666667,182950.33333333334,4322.666666666667,2781.6666666666665,5020.666666666667,110655.66666666667,155539.33333333334,168403.33333333334
2.7_422.24829,422.24829,2.7,271725.0,298937.6666666667,142752.66666666666,0.0,0.0,0.0,0.0,46840.666666666664,61435.333333333336,0.0,0.0,0.0,315848.0,410103.6666666667,401582.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41068.0,90489.66666666667,256360.66666666666,0.0,0.0,0.0,4621.333333333333,0.0,0.0,2585.0,0.0,0.0
2.801_209.09227,209.09227,2.801,2094585.3333333333,1587826.3333333333,1328322.6666666667,462596.0,546470.3333333334,590344.3333333334,326012.6666666667,400892.3333333333,356155.6666666667,433273.6666666667,747348.0,656640.0,2692692.6666666665,2385139.6666666665,2285482.0,677098.3333333334,736345.0,581509.0,819181.0,708837.0,553278.6666666666,794419.3333333334,569610.0,722349.3333333334,1056086.0,1508693.3333333333,2177117.6666666665,1142797.6666666667,979981.3333333334,1357441.0,855755.6666666666,865300.3333333334,765852.3333333334,1268532.3333333333,1579430.0,967055.6666666666
2.801_249.08443,249.08443,2.801,943134.6666666666,837537.6666666666,675318.6666666666,579471.3333333334,600952.3333333334,709695.6666666666,240756.0,202811.66666666666,203695.0,507962.3333333333,846294.6666666666,791646.3333333334,1370021.0,1223010.3333333333,1231176.0,882500.6666666666,930732.0,825480.6666666666,556113.3333333334,451427.0,404932.0,1046315.6666666666,628260.0,861807.3333333334,400017.3333333333,687756.0,1351308.3333333333,692192.3333333334,579031.3333333334,891945.0,478536.0,520825.6666666667,383125.6666666667,773589.6666666666,891621.3333333334,568201.3333333334
